State	Location	% Change in Mortality Rate, 1980-2014
Virginia	Albemarle County	742.92
Virginia	Accomack County	1154.5
Washington	Yakima County	443.45
Washington	Whitman County	606.88
Washington	Whatcom County	534
Washington	Walla Walla County	681.11
Washington	Wahkiakum County	807.45
Washington	Thurston County	574.94
Washington	Stevens County	1114.2
Washington	Spokane County	696.17
Washington	Snohomish County	683.1
Washington	Skamania County	726.47
Washington	Skagit County	714.92
Washington	San Juan County	696.04
Washington	Pierce County	638.93
Washington	Pend Oreille County	1157.91
Washington	Pacific County	872.23
Washington	Okanogan County	980.74
Washington	Mason County	1027.41
Washington	Lincoln County	970.86
Washington	Lewis County	771.77
Washington	Klickitat County	505.81
Washington	Kittitas County	535.28
Washington	Kitsap County	594.97
Washington	King County	521.26
Washington	Jefferson County	1024.43
Washington	Island County	607.12
Washington	Grays Harbor County	1120.32
Washington	Grant County	715.54
Washington	Garfield County	785.53
Washington	Franklin County	471.19
Washington	Ferry County	1468.92
Washington	Douglas County	849.3
Washington	Cowlitz County	1131.99
Washington	Columbia County	581.07
Washington	Clark County	480.3
Washington	Clallam County	901.01
Washington	Chelan County	775.41
Washington	Benton County	617.99
Washington	Asotin County	888.7
Washington	Adams County	529.65
West Virginia	Wyoming County	6973.05
West Virginia	Wood County	3408.19
West Virginia	Wirt County	2880.13
West Virginia	Wetzel County	2520.78
West Virginia	Webster County	2812.36
West Virginia	Wayne County	5413.26
West Virginia	Upshur County	1857.79
West Virginia	Tyler County	2504.76
West Virginia	Tucker County	1266.88
West Virginia	Taylor County	1714.69
West Virginia	Summers County	4399.51
West Virginia	Roane County	4029.46
West Virginia	Ritchie County	2429.71
West Virginia	Randolph County	1669.53
West Virginia	Raleigh County	6512.94
West Virginia	Putnam County	4316.19
West Virginia	Preston County	1942.97
West Virginia	Pocahontas County	2343.79
West Virginia	Pleasants County	2454.69
West Virginia	Pendleton County	1555.67
West Virginia	Ohio County	3166.13
West Virginia	Nicholas County	4213.54
West Virginia	Morgan County	3076.12
West Virginia	Monroe County	3877.16
West Virginia	Monongalia County	1826.12
West Virginia	Mingo County	5753.38
West Virginia	Mineral County	1820.62
West Virginia	Mercer County	5937.3
West Virginia	McDowell County	4187.1
West Virginia	Mason County	4890.03
West Virginia	Marshall County	3607.51
West Virginia	Marion County	1575.95
West Virginia	Logan County	4288.8
West Virginia	Lincoln County	6072.68
West Virginia	Lewis County	2295.08
West Virginia	Kanawha County	5118.61
West Virginia	Jefferson County	2048.01
West Virginia	Jackson County	4190.99
West Virginia	Harrison County	2356.19
West Virginia	Hardy County	1671.18
West Virginia	Hancock County	4454.58
West Virginia	Hampshire County	2623.86
West Virginia	Greenbrier County	2885.51
West Virginia	Grant County	1543.98
West Virginia	Gilmer County	2502.56
West Virginia	Fayette County	5759.43
West Virginia	Doddridge County	2643.94
West Virginia	Clay County	3544.43
West Virginia	Calhoun County	2621.61
West Virginia	Cabell County	4254.61
West Virginia	Brooke County	4647.72
West Virginia	Braxton County	3089.75
West Virginia	Boone County	8369.75
West Virginia	Berkeley County	3227.19
West Virginia	Barbour County	1600.93
Wisconsin	Wood County	962.01
Wisconsin	Winnebago County	1996.1
Wisconsin	Waushara County	1447.95
Wisconsin	Waupaca County	1295.81
Wisconsin	Waukesha County	1204.03
Wisconsin	Washington County	1557.96
Wisconsin	Washburn County	1598.84
Wisconsin	Walworth County	1666.05
Wisconsin	Vilas County	1796.39
Wisconsin	Vernon County	996.65
Wisconsin	Trempealeau County	963.19
Wisconsin	Taylor County	871.37
Wisconsin	Sheboygan County	910.11
Wisconsin	Shawano County	1156.41
Wisconsin	Sawyer County	1615.9
Wisconsin	Sauk County	1338.7
Wisconsin	Saint Croix County	960.38
Wisconsin	Rusk County	1216.44
Wisconsin	Rock County	1704.32
Wisconsin	Richland County	1094.14
Wisconsin	Racine County	1549.74
Wisconsin	Price County	1112.62
Wisconsin	Portage County	1217.37
Wisconsin	Polk County	1070.75
Wisconsin	Pierce County	815.47
Wisconsin	Pepin County	693.62
Wisconsin	Ozaukee County	1285.33
Wisconsin	Outagamie County	1095.92
Wisconsin	Oneida County	1600.42
Wisconsin	Oconto County	1222.37
Wisconsin	Monroe County	1744.38
Wisconsin	Milwaukee County	1031
Wisconsin	Menominee County	2118.48
Wisconsin	Marquette County	1614.91
Wisconsin	Marinette County	1442.82
Wisconsin	Marathon County	1247.58
Wisconsin	Manitowoc County	1476.23
Wisconsin	Lincoln County	1514.02
Wisconsin	Langlade County	1539.72
Wisconsin	Lafayette County	1027.65
Wisconsin	La Crosse County	909.9
Wisconsin	Kewaunee County	1381.15
Wisconsin	Kenosha County	2027.33
Wisconsin	Juneau County	1264.84
Wisconsin	Jefferson County	1651.16
Wisconsin	Jackson County	1217.28
Wisconsin	Iron County	1050.65
Wisconsin	Iowa County	1242.29
Wisconsin	Green Lake County	1563.31
Wisconsin	Green County	1209.27
Wisconsin	Grant County	1214.38
Wisconsin	Forest County	2056.14
Wisconsin	Fond du Lac County	1524.66
Wisconsin	Florence County	1779
Wisconsin	Eau Claire County	987.46
Wisconsin	Dunn County	1091.7
Wisconsin	Douglas County	1374.61
Wisconsin	Door County	1409.93
Wisconsin	Dodge County	1648.77
Wisconsin	Dane County	1407.93
Wisconsin	Crawford County	1089.89
Wisconsin	Columbia County	1850.16
Wisconsin	Clark County	885.18
Wisconsin	Chippewa County	865.93
Wisconsin	Calumet County	1689.76
Wisconsin	Burnett County	1544.1
Wisconsin	Buffalo County	1096.18
Wisconsin	Brown County	1407.02
Wisconsin	Bayfield County	1224.05
Wisconsin	Barron County	1097.7
Wisconsin	Ashland County	1638.06
Wisconsin	Adams County	1964.25
Wyoming	Weston County	1003.95
Wyoming	Washakie County	1464.36
Wyoming	Uinta County	3430.7
Wyoming	Teton County	969.28
Wyoming	Sweetwater County	2214.51
Wyoming	Sublette County	1105.69
Wyoming	Sheridan County	1106.2
Wyoming	Platte County	1439.16
Wyoming	Park County	1438.33
Wyoming	Niobrara County	998.59
Wyoming	Natrona County	1912.31
Wyoming	Lincoln County	1779.07
Wyoming	Laramie County	1367.96
Wyoming	Johnson County	1194.89
Wyoming	Hot Springs County	1625.2
Wyoming	Goshen County	1006.94
Wyoming	Fremont County	1742.82
Wyoming	Crook County	863.17
Wyoming	Converse County	1330.39
Wyoming	Carbon County	2026.34
Wyoming	Campbell County	1793.08
Wyoming	Big Horn County	1261.92
Wyoming	Albany County	1380.8
